id,text,sentiment
4036,"kommentlarda hammasi urush, servis noldan ham past 🤦‍♀️",negative
4037,"😐 telefon operatori bo'yicha yangilanish chiqdi, lekin hozircha neytral qarayman.",neutral
4038,"kelasi oy Andijonga bordim, hamma narsa juda xursand bo'ldim.",positive
4039,"planshet haqida fikrlar turlicha, hozircha oddatdagidek.",neutral
4040,"kecha Qo'qonda bo'lgan majlis menga umuman yoqmadi, umuman yoqmadi. 😢",negative
4041,📌 !? ℹ️,neutral
4042,"aviachiptalar haqida fikrlar turlicha, hozircha hech qanday o'zgarish sezilmadi. 🙄 😐",neutral
4043,;) 😎 👍 <3,positive
4044,"bugungi yangiliklar mavzusi zerikarli bo'ldi, tavsiya etmayman 😞",negative
4045,"😄 😊 konferensiya juda samarali o'tdi, o'qituvchi tushuntirgan mavzu juda foydali bo'ldi, juda xursand bo'ldim.",positive
4046,chiqqan joyi yoqdi 😄,positive
4047,"ertaga Namanganda bo'lgan uchrashuv menga umuman yoqmadi, juda jahlim chiqdi.",negative
4048,"😄 🤩 Twitterda yangi noutbuk haqida post ko'rdim, menga juda yoqdi, juda xursand bo'ldim.",positive
4049,"📌 📌 ertaga Xivada dars bo'lib o'tdi, men faqat qatnashdim, neytral qarayman.",neutral
4050,"ℹ️ kelasi oy professor bilan qisqa suhbatlashdim, oddiy bo'ldi.",neutral
4051,"Yangi ilova ishga tushdi, hozircha hammasi yaxshi ishlayapti, yoqib qoldi. 🥰 😍",positive
4052,"Yangi dastur ishga tushdi, hozircha hammasi yaxshi ishlayapti, yoqib qoldi. 😁",positive
4053,"😔 😢 kofe sifati kutilganidek emas, juda sust ishlayapti, juda jahlim chiqdi.",negative
4054,"majlis juda samarali o'tdi, dekan tushuntirgan mavzu juda foydali bo'ldi, hayratda qoldim. 🤩",positive
4055,"😐 YouTubeda planshet haqida e'lon ko'rdim, hozircha faqat ma'lumot yig'ayapman, oddatdagidek.",neutral
4056,juda yomon 😔,negative
4057,"Redmi Note 13 sifati kutilganidek emas, juda sust ishlayapti, xafa bo'ldim.",negative
4058,"Buxoro haqida yangilik o'qidim, oddatdagidek. 🤔",neutral
4059,menga yoqdi 👍,positive
4060,✨ 😊 😁,positive
4061,"bugungi ilova haqidagi kommentlar videolari yoqdi, zo'r",positive
4062,"kommentlarni o'qib rostdan ham rahmat, zo'r ekan 😊",positive
4063,"😎 kecha Qo'qonga bordim, hamma narsa mamnunman.",positive
4064,ko'rdim xolos ...,neutral
4065,"😎 iPhone 15 sotib oldim, narxi arzon emas, lekin sifati uchun hayratda qoldim.",positive
4066,... !? :|,neutral
4067,"😶 Andijon haqida yangilik o'qidim, neytral qarayman.",neutral
4068,"bugun professor bilan qisqa suhbatlashdim, oddiy bo'ldi. 📌",neutral
4069,"bugun Toshkentda majlis bo'lib o'tdi, men faqat qatnashdim, hech qanday o'zgarish sezilmadi.",neutral
4070,🔥 :D :) 😍,positive
4071,"shu hafta o'qituvchi bilan qisqa suhbatlashdim, shunchaki ma'lumot uchun. 📌",neutral
4072,"😭 Farg'onaga borish rejam buzildi, chiptalar bilan muammo bo'ldi, juda jahlim chiqdi.",negative
4073,"😐 🤔 Redmi Note 13 haqida fikrlar turlicha, hozircha oddatdagidek.",neutral
4074,"kitob sifati kutilganidek emas, juda sust ishlayapti, juda jahlim chiqdi. 😠",negative
4075,"kommentlarni o'qidim, kulib qo'ydim xolos :|",neutral
4076,"sayt bo'yicha siyosat mavzusi zo'r chiqibdi, zo'r 🥰",positive
4077,"ilova sifati yana tushib ketgan, nogiron qilindi 😢",negative
4078,"kelasi oy hamkasbim bilan qisqa suhbatlashdim, oddiy bo'ldi. 📌",neutral
4079,"dastur bo'yicha pul mavzusi zo'r chiqibdi, top 🔥",positive
4080,"hamma juda chiroyli tushuntiribdi, klass 😊",positive
4081,"Xiva haqida yangilik o'qidim, oddiy bo'ldi. 🙄 📌",neutral
4082,"🥰 Redmi Note 13 sotib oldim, narxi arzon emas, lekin sifati uchun yoqib qoldi.",positive
4083,"Yangi dastur ishga tushdi, hozircha hammasi yaxshi ishlayapti, yoqib qoldi. ✨",positive
4084,"shu hafta Qo'qonga bordim, hamma narsa juda xursand bo'ldim.",positive
4085,"🥰 😊 planshet sotib oldim, narxi arzon emas, lekin sifati uchun mamnunman.",positive
4086,"📌 kecha hamkasbim bilan qisqa suhbatlashdim, hech qanday o'zgarish sezilmadi.",neutral
4087,"konferensiya juda samarali o'tdi, professor tushuntirgan mavzu juda foydali bo'ldi, kayfiyatim ko'tarildi.",positive
4088,"o'tgan oy Samarqandga bordim, hamma narsa kayfiyatim ko'tarildi.",positive
4089,"Samarqanddagi sayohatim ajoyib o'tdi, xizmatlar hammasi darajasida, zo'r bo'ldi. ✨ 😊",positive
4090,kulib qo'ydim xolos 😐,neutral
4091,"telegram kanal bo'yicha pul postini ko'rdim, bilmayman ✍️",neutral
4092,yoqmadi 💔,negative
4093,"Telegramda yangi noutbuk haqida post ko'rdim, menga juda yoqdi, zo'r bo'ldi.",positive
4094,"telefon operatori bilan muammo chiqdi, qo'llab-quvvatlash xizmati javob bermadi, umuman yoqmadi. 😠",negative
4095,"Yangi internet xizmati ishga tushdi, hozircha hammasi yaxshi ishlayapti, juda xursand bo'ldim. 🥰 😁",positive
4096,"o'tgan oy Xivaga bordim, hamma narsa kayfiyatim ko'tarildi.",positive
4097,"Yangi dastur ishga tushdi, hozircha hammasi yaxshi ishlayapti, mamnunman. 😍",positive
4098,"o'tgan oy Namanganga bordim, hamma narsa hayratda qoldim.",positive
4099,qattiq hafsalam pir bo'ldi 🤦‍♀️,negative
4100,"Twitterda kitob haqida e'lon ko'rdim, hozircha faqat ma'lumot yig'ayapman, neytral qarayman. 😐",neutral
4101,"😁 😊 seminar juda samarali o'tdi, direktor tushuntirgan mavzu juda foydali bo'ldi, mamnunman.",positive
4102,"rahbar va'da qilgan ishini bajarmadi, natijadan juda jahlim chiqdi.",negative
4103,"😐 kecha rahbar bilan qisqa suhbatlashdim, oddatdagidek.",neutral
4104,"uchrashuv juda samarali o'tdi, direktor tushuntirgan mavzu juda foydali bo'ldi, zo'r bo'ldi. 😁",positive
4105,"internet xizmati bo'yicha yangilanish chiqdi, lekin hozircha oddatdagidek. 😐",neutral
4106,"👍 bugun Xivaga bordim, hamma narsa zo'r bo'ldi.",positive
4107,"bugun do'stim bilan qisqa suhbatlashdim, neytral qarayman. ℹ️",neutral
4108,"bugungi kommentlar mavzusi zerikarli bo'ldi, umuman yoqmaydi 👎",negative
4109,"Twitterda yangi aviachiptalar haqida post ko'rdim, menga juda yoqdi, kayfiyatim ko'tarildi. 🥰",positive
4110,"kelasi oy Samarqandga bordim, hamma narsa zo'r bo'ldi.",positive
4111,"😄 Buxorodagi sayohatim ajoyib o'tdi, xizmatlar hammasi darajasida, kayfiyatim ko'tarildi.",positive
4112,"😍 😍 majlis juda samarali o'tdi, do'stim tushuntirgan mavzu juda foydali bo'ldi, zo'r bo'ldi.",positive
4113,"🥰 aviachiptalar sotib oldim, narxi arzon emas, lekin sifati uchun hayratda qoldim.",positive
4114,"😐 Facebookda Samsung A55 haqida e'lon ko'rdim, hozircha faqat ma'lumot yig'ayapman, oddiy bo'ldi.",neutral
4115,😄 😊 😁,positive
4116,"💔 direktor va'da qilgan ishini bajarmadi, natijadan umuman yoqmadi.",negative
4117,"kecha Andijonda imtihon bo'lib o'tdi, men faqat qatnashdim, neytral qarayman.",neutral
4118,"✨ majlis juda samarali o'tdi, o'qituvchi tushuntirgan mavzu juda foydali bo'ldi, hayratda qoldim.",positive
4119,"planshet haqida fikrlar turlicha, hozircha neytral qarayman. 😐 ℹ️",neutral
4120,"😶 kecha Toshkentda konferensiya bo'lib o'tdi, men faqat qatnashdim, shunchaki ma'lumot uchun.",neutral
4121,"🤬 😠 dekan va'da qilgan ishini bajarmadi, natijadan juda jahlim chiqdi.",negative
4122,"🤔 shu hafta Namanganda uchrashuv bo'lib o'tdi, men faqat qatnashdim, shunchaki ma'lumot uchun.",neutral
4123,"😍 Samsung A55 sotib oldim, narxi arzon emas, lekin sifati uchun mamnunman.",positive
4124,kommentlarni o'qib rostdan ham menga yoqdi 🤩,positive
4125,"Samsung A55 haqida fikrlar turlicha, hozircha oddiy bo'ldi. 😶",neutral
4126,"Redmi Note 13 sotib oldim, narxi arzon emas, lekin sifati uchun mamnunman. 👍",positive
4127,"😍 Yangi kuryer xizmati ishga tushdi, hozircha hammasi yaxshi ishlayapti, hayratda qoldim.",positive
4128,"💔 ilova bilan muammo chiqdi, qo'llab-quvvatlash xizmati javob bermadi, xafa bo'ldim.",negative
4129,"ilova bo'yicha talim mavzusi zo'r chiqibdi, kontent yoqdi :D",positive
4130,"👍 Andijondagi sayohatim ajoyib o'tdi, xizmatlar hammasi darajasida, zo'r bo'ldi.",positive
4131,"bugungi internet haqidagi pul videolari yoqdi, yaxshi ishlayapti 😁",positive
4132,"do'stim va'da qilgan ishini bajarmadi, natijadan noroziman. 😭 😞",negative
4133,"😄 🤩 seminar juda samarali o'tdi, dekan tushuntirgan mavzu juda foydali bo'ldi, juda xursand bo'ldim.",positive
4134,"iPhone 15 sifati kutilganidek emas, juda sust ishlayapti, umuman yoqmadi. 😡 🤬",negative
4135,"dastur bo'yicha futbol mavzusi zo'r chiqibdi, zo'r 🔥",positive
4136,"folloverlar nimadir yozibdi, lekin men uchun kulib qo'ydim xolos 🙄",neutral
4137,"bugun blog bo'yicha faqat kuzatib turdim, kulib qo'ydim xolos 😐",neutral
4138,"bugun Farg'onaga bordim, hamma narsa kayfiyatim ko'tarildi. 😎",positive
4139,"😊 Samsung A55 sotib oldim, narxi arzon emas, lekin sifati uchun zo'r bo'ldi.",positive
4140,"Buxoro haqida yangilik o'qidim, oddiy bo'ldi.",neutral
4141,"bugun kino bo'yicha faqat kuzatib turdim, ko'rdim xolos 🙄",neutral
4142,rosa yoqdi 😁,positive
4143,"konferensiya juda samarali o'tdi, hamkasbim tushuntirgan mavzu juda foydali bo'ldi, zo'r bo'ldi.",positive
4144,"😐 bank xizmati bo'yicha yangilanish chiqdi, lekin hozircha hech qanday o'zgarish sezilmadi.",neutral
4145,"💔 😔 ertaga Xivada bo'lgan konferensiya menga umuman yoqmadi, umuman yoqmadi.",negative
4146,"bugun Qo'qonga bordim, hamma narsa kayfiyatim ko'tarildi. 👍",positive
4147,"internet sifati yana tushib ketgan, nogiron qilindi >:(",negative
4148,"kelasi oy rahbar bilan qisqa suhbatlashdim, shunchaki ma'lumot uchun.",neutral
4149,chiqqan joyi yoqdi ;),positive
4150,"Twitterda yangi iPhone 15 haqida post ko'rdim, menga juda yoqdi, mamnunman.",positive
4151,"🤬 o'tgan oy Andijonda bo'lgan uchrashuv menga umuman yoqmadi, juda jahlim chiqdi.",negative
4152,"🤩 😍 Samsung A55 sotib oldim, narxi arzon emas, lekin sifati uchun zo'r bo'ldi.",positive
4153,"Samarqanddagi sayohatim ajoyib o'tdi, xizmatlar hammasi darajasida, mamnunman. 😍",positive
4154,"do'stim va'da qilgan ishini bajarmadi, natijadan noroziman.",negative
4155,"✨ YouTubeda yangi iPhone 15 haqida post ko'rdim, menga juda yoqdi, hayratda qoldim.",positive
4156,"✨ Yangi kuryer xizmati ishga tushdi, hozircha hammasi yaxshi ishlayapti, zo'r bo'ldi.",positive
4157,"🥰 😁 ertaga Namanganga bordim, hamma narsa juda xursand bo'ldim.",positive
4158,"Twitterda planshet haqida e'lon ko'rdim, hozircha faqat ma'lumot yig'ayapman, hech qanday o'zgarish sezilmadi.",neutral
4159,"planshet sotib oldim, narxi arzon emas, lekin sifati uchun kayfiyatim ko'tarildi. 😄",positive
4160,"ertaga Toshkentda bo'lgan konferensiya menga umuman yoqmadi, umuman yoqmadi.",negative
4161,zo'r 😎,positive
4162,"Redmi Note 13 sotib oldim, narxi arzon emas, lekin sifati uchun mamnunman. 🥰 😍",positive
4163,"💔 Telegramdagi reklamalar juda asabga tegayapti, umuman yoqmadi.",negative
4164,"sayt sifati yana tushib ketgan, zerikarli",negative
4165,umuman yoqmaydi :-/,negative
4166,"😠 😭 Farg'onaga borish rejam buzildi, chiptalar bilan muammo bo'ldi, noroziman.",negative
4167,"telegram kanal bo'yicha kommentlar mavzusi zo'r chiqibdi, super ✨",positive
4168,"Instagramda yangi Samsung A55 haqida post ko'rdim, menga juda yoqdi, juda xursand bo'ldim. 😊",positive
4169,"bugun kino bo'yicha faqat kuzatib turdim, prosta savol",neutral
4170,"shu hafta Toshkentda majlis bo'lib o'tdi, men faqat qatnashdim, shunchaki ma'lumot uchun.",neutral
4171,"😄 Qo'qondagi sayohatim ajoyib o'tdi, xizmatlar hammasi darajasida, juda xursand bo'ldim.",positive
4172,"folloverlar juda chiroyli tushuntiribdi, kontent yoqdi 🥰",positive
4173,kommentlarni o'qib rostdan ham kontent yoqdi :),positive
4174,"aviachiptalar sotib oldim, narxi arzon emas, lekin sifati uchun juda xursand bo'ldim. 😍 ✨",positive
4175,"🤔 planshet haqida fikrlar turlicha, hozircha hech qanday o'zgarish sezilmadi.",neutral
4176,"😐 shu hafta Xivada uchrashuv bo'lib o'tdi, men faqat qatnashdim, shunchaki ma'lumot uchun.",neutral
4177,"kecha Xivada bo'lgan konferensiya menga umuman yoqmadi, afsuslandim. 😡 😢",negative
4178,"bugun Samarqandda dars bo'lib o'tdi, men faqat qatnashdim, neytral qarayman. 🙄",neutral
4179,"ertaga Farg'onaga bordim, hamma narsa yoqib qoldi.",positive
4180,"😄 dars juda samarali o'tdi, rahbar tushuntirgan mavzu juda foydali bo'ldi, juda xursand bo'ldim.",positive
4181,"Samarqand haqida yangilik o'qidim, oddatdagidek. 📌",neutral
4182,"😡 😭 Namanganga borish rejam buzildi, chiptalar bilan muammo bo'ldi, noroziman.",negative
4183,"✨ 😊 majlis juda samarali o'tdi, do'stim tushuntirgan mavzu juda foydali bo'ldi, hayratda qoldim.",positive
4184,"kommentlarda hammasi urush, umidsizlik",negative
4185,"Andijonga borish rejam buzildi, chiptalar bilan muammo bo'ldi, juda jahlim chiqdi.",negative
4186,info uchun !?,neutral
4187,"kommentlarni o'qidim, info uchun ℹ️",neutral
4188,"Yangi ilova ishga tushdi, hozircha hammasi yaxshi ishlayapti, juda xursand bo'ldim. 🥰",positive
4189,"Facebookda yangi noutbuk haqida post ko'rdim, menga juda yoqdi, kayfiyatim ko'tarildi.",positive
4190,"✨ Yangi ilova ishga tushdi, hozircha hammasi yaxshi ishlayapti, mamnunman.",positive
4191,yoqmadi 😠,negative
4192,"ertaga Buxoroda bo'lgan dars menga umuman yoqmadi, noroziman.",negative
4193,"Facebookda planshet haqida e'lon ko'rdim, hozircha faqat ma'lumot yig'ayapman, oddiy bo'ldi. 🙄 😐",neutral
4194,"Qo'qon haqida yangilik o'qidim, oddiy bo'ldi. 📌",neutral
4195,"konferensiya juda samarali o'tdi, do'stim tushuntirgan mavzu juda foydali bo'ldi, juda xursand bo'ldim.",positive
4196,"😊 seminar juda samarali o'tdi, direktor tushuntirgan mavzu juda foydali bo'ldi, hayratda qoldim.",positive
4197,"Yangi kuryer xizmati ishga tushdi, hozircha hammasi yaxshi ishlayapti, juda xursand bo'ldim.",positive
4198,"ertaga hamkasbim bilan qisqa suhbatlashdim, oddatdagidek.",neutral
4199,"kitob sifati kutilganidek emas, juda sust ishlayapti, afsuslandim. 😭",negative
4200,"👍 ertaga Qo'qonga bordim, hamma narsa zo'r bo'ldi.",positive
4201,"Twitterda yangi planshet haqida post ko'rdim, menga juda yoqdi, yoqib qoldi.",positive
4202,"🤔 Qo'qon haqida yangilik o'qidim, shunchaki ma'lumot uchun.",neutral
4203,"Samsung A55 sotib oldim, narxi arzon emas, lekin sifati uchun mamnunman. 😎",positive
4204,"🤩 😍 iPhone 15 sotib oldim, narxi arzon emas, lekin sifati uchun kayfiyatim ko'tarildi.",positive
4205,"Instagramda yangi Redmi Note 13 haqida post ko'rdim, menga juda yoqdi, yoqib qoldi. 😊 😄",positive
4206,"👎 Toshkentga borish rejam buzildi, chiptalar bilan muammo bo'ldi, xafa bo'ldim.",negative
4207,>:( 💔 😡,negative
4208,!? 📌 🙄,neutral
4209,"dastur bo'yicha siyosat mavzusi zo'r chiqibdi, yaxshi ishlayapti",positive
4210,✍️ ℹ️ ...,neutral
4211,"kitob haqida fikrlar turlicha, hozircha neytral qarayman. ℹ️ 🤔",neutral
4212,:'( 😞 😔,negative
4213,"do'stlar umuman tushuntira olmadi, nogiron qilindi 😡",negative
4214,"noutbuk sotib oldim, narxi arzon emas, lekin sifati uchun mamnunman. 😄",positive
4215,"Facebookda kitob haqida e'lon ko'rdim, hozircha faqat ma'lumot yig'ayapman, hech qanday o'zgarish sezilmadi.",neutral
4216,"Yangi telefon operatori ishga tushdi, hozircha hammasi yaxshi ishlayapti, juda xursand bo'ldim. 🥰 😊",positive
4217,"Buxoroga borish rejam buzildi, chiptalar bilan muammo bo'ldi, juda jahlim chiqdi. 💔 😠",negative
4218,"imtihon juda samarali o'tdi, professor tushuntirgan mavzu juda foydali bo'ldi, juda xursand bo'ldim. 😄",positive
4219,"o'tgan oy Farg'onaga bordim, hamma narsa yoqib qoldi.",positive
4220,"💔 Qo'qonga borish rejam buzildi, chiptalar bilan muammo bo'ldi, hafsalam pir bo'ldi.",negative
4221,"Twitterda Samsung A55 haqida e'lon ko'rdim, hozircha faqat ma'lumot yig'ayapman, oddiy bo'ldi.",neutral
4222,"Twitterda yangi kofe haqida post ko'rdim, menga juda yoqdi, juda xursand bo'ldim.",positive
4223,"bugungi dastur haqidagi siyosat videolari yoqdi, rahmat, zo'r ekan",positive
4224,"bugun musiqa bo'yicha faqat kuzatib turdim, ko'rdim xolos 🙄",neutral
4225,"😎 kitob sotib oldim, narxi arzon emas, lekin sifati uchun kayfiyatim ko'tarildi.",positive
4226,"😐 ℹ️ aviachiptalar haqida fikrlar turlicha, hozircha neytral qarayman.",neutral
4227,"do'stlar juda chiroyli tushuntiribdi, top 🥰",positive
4228,"imtihon juda samarali o'tdi, do'stim tushuntirgan mavzu juda foydali bo'ldi, yoqib qoldi. 😎 😍",positive
4229,"bugungi talim mavzusi zerikarli bo'ldi, qattiq hafsalam pir bo'ldi 🤬",negative
4230,"kitob sotib oldim, narxi arzon emas, lekin sifati uchun mamnunman. 😁 👍",positive
4231,"planshet sotib oldim, narxi arzon emas, lekin sifati uchun hayratda qoldim. 😊 😎",positive
4232,zo'r 🤩,positive
4233,"✨ Yangi kuryer xizmati ishga tushdi, hozircha hammasi yaxshi ishlayapti, hayratda qoldim.",positive
4234,"bugun Xivaga bordim, hamma narsa yoqib qoldi. 🤩",positive
4235,"folloverlar juda chiroyli tushuntiribdi, rosa yoqdi",positive
4236,"🙄 😐 bugun Samarqandda konferensiya bo'lib o'tdi, men faqat qatnashdim, shunchaki ma'lumot uchun.",neutral
4237,"😍 imtihon juda samarali o'tdi, professor tushuntirgan mavzu juda foydali bo'ldi, mamnunman.",positive
4238,"kecha Toshkentda bo'lgan majlis menga umuman yoqmadi, umuman yoqmadi.",negative
4239,"YouTubedagi reklamalar juda asabga tegayapti, juda jahlim chiqdi. 😠 💔",negative
4240,"kelasi oy Farg'onada bo'lgan majlis menga umuman yoqmadi, noroziman.",negative
4241,kommentlarni o'qib rostdan ham menga yoqdi ✨,positive
4242,"Andijondagi sayohatim ajoyib o'tdi, xizmatlar hammasi darajasida, mamnunman. 😊",positive
4243,"😐 Instagramda planshet haqida e'lon ko'rdim, hozircha faqat ma'lumot yig'ayapman, neytral qarayman.",neutral
4244,pulga achindim >:(,negative
4245,:| 😶 ??,neutral
4246,"🙄 😐 telefon operatori bo'yicha yangilanish chiqdi, lekin hozircha neytral qarayman.",neutral
4247,"😭 Xivaga borish rejam buzildi, chiptalar bilan muammo bo'ldi, xafa bo'ldim.",negative
4248,"🥰 Yangi kuryer xizmati ishga tushdi, hozircha hammasi yaxshi ishlayapti, hayratda qoldim.",positive
4249,"😎 aviachiptalar sotib oldim, narxi arzon emas, lekin sifati uchun mamnunman.",positive
4250,"Yangi dastur ishga tushdi, hozircha hammasi yaxshi ishlayapti, hayratda qoldim. 😎 😎",positive
4251,"internet bo'yicha texnika postini ko'rdim, hech narsa o'zgarmadi 😶",neutral
4252,"ℹ️ Facebookda aviachiptalar haqida e'lon ko'rdim, hozircha faqat ma'lumot yig'ayapman, hech qanday o'zgarish sezilmadi.",neutral
4253,😁 =) ❤️ =),positive
4254,"bank xizmati bilan muammo chiqdi, qo'llab-quvvatlash xizmati javob bermadi, xafa bo'ldim. 😡 😔",negative
4255,"kofe sotib oldim, narxi arzon emas, lekin sifati uchun kayfiyatim ko'tarildi. 😄",positive
4256,fikir yo'q 😐,neutral
4257,"o'tgan oy Namanganda bo'lgan dars menga umuman yoqmadi, umuman yoqmadi. 👎",negative
4258,"bugun Qo'qonga bordim, hamma narsa hayratda qoldim. 😍 😍",positive
4259,"✨ uchrashuv juda samarali o'tdi, direktor tushuntirgan mavzu juda foydali bo'ldi, mamnunman.",positive
4260,"imtihon juda samarali o'tdi, direktor tushuntirgan mavzu juda foydali bo'ldi, yoqib qoldi.",positive
4261,"bugun Andijonga bordim, hamma narsa yoqib qoldi. 👍",positive
4262,"😎 Samarqanddagi sayohatim ajoyib o'tdi, xizmatlar hammasi darajasida, hayratda qoldim.",positive
4263,"😐 planshet haqida fikrlar turlicha, hozircha shunchaki ma'lumot uchun.",neutral
4264,>:( =/ :-/,negative
4265,"Twitterda aviachiptalar haqida e'lon ko'rdim, hozircha faqat ma'lumot yig'ayapman, oddiy bo'ldi.",neutral
4266,"📌 shu hafta Samarqandda seminar bo'lib o'tdi, men faqat qatnashdim, oddatdagidek.",neutral
4267,"Instagramda kofe haqida e'lon ko'rdim, hozircha faqat ma'lumot yig'ayapman, neytral qarayman.",neutral
4268,😁 🥰 ✨,positive
4269,"ℹ️ kelasi oy dekan bilan qisqa suhbatlashdim, oddatdagidek.",neutral
4270,"😄 Instagramda yangi noutbuk haqida post ko'rdim, menga juda yoqdi, juda xursand bo'ldim.",positive
4271,"seminar juda samarali o'tdi, do'stim tushuntirgan mavzu juda foydali bo'ldi, hayratda qoldim. 😎",positive
4272,"kecha o'qituvchi bilan qisqa suhbatlashdim, oddatdagidek.",neutral
4273,"majlis juda samarali o'tdi, dekan tushuntirgan mavzu juda foydali bo'ldi, kayfiyatim ko'tarildi.",positive
4274,"Xivadagi sayohatim ajoyib o'tdi, xizmatlar hammasi darajasida, juda xursand bo'ldim. 😊",positive
4275,"🤬 telefon operatori bilan muammo chiqdi, qo'llab-quvvatlash xizmati javob bermadi, noroziman.",negative
4276,"🥰 Xivadagi sayohatim ajoyib o'tdi, xizmatlar hammasi darajasida, hayratda qoldim.",positive
4277,"Samsung A55 sotib oldim, narxi arzon emas, lekin sifati uchun hayratda qoldim. 😊",positive
4278,,
4279,"seminar juda samarali o'tdi, rahbar tushuntirgan mavzu juda foydali bo'ldi, kayfiyatim ko'tarildi. ✨ 😁",positive
4280,"o'tgan oy Andijonda majlis bo'lib o'tdi, men faqat qatnashdim, shunchaki ma'lumot uchun.",neutral
4281,"ertaga Qo'qonga bordim, hamma narsa yoqib qoldi. ✨ 🤩",positive
4282,"kecha Toshkentda bo'lgan konferensiya menga umuman yoqmadi, xafa bo'ldim. 😠 😭",negative
4283,"Farg'onadagi sayohatim ajoyib o'tdi, xizmatlar hammasi darajasida, yoqib qoldi.",positive
4284,"Twitterdagi reklamalar juda asabga tegayapti, xafa bo'ldim. 😞",negative
4285,"Namangandagi sayohatim ajoyib o'tdi, xizmatlar hammasi darajasida, juda xursand bo'ldim. 😍",positive
4286,"😄 👍 Andijondagi sayohatim ajoyib o'tdi, xizmatlar hammasi darajasida, juda xursand bo'ldim.",positive
4287,"ℹ️ 😐 kecha professor bilan qisqa suhbatlashdim, oddiy bo'ldi.",neutral
4288,"sayt bo'yicha siyosat mavzusi zo'r chiqibdi, bombaaa 🔥",positive
4289,"o'tgan oy Namanganda uchrashuv bo'lib o'tdi, men faqat qatnashdim, oddatdagidek.",neutral
4290,"😶 🤔 Qo'qon haqida yangilik o'qidim, oddatdagidek.",neutral
4291,"Yangi dastur ishga tushdi, hozircha hammasi yaxshi ishlayapti, kayfiyatim ko'tarildi. 😊 😄",positive
4292,"✨ shu hafta Qo'qonga bordim, hamma narsa mamnunman.",positive
4293,"mijozlarga xizmat ko'rsatish bo'yicha yangilanish chiqdi, lekin hozircha oddiy bo'ldi. 🤔 📌",neutral
4294,"😡 do'stim va'da qilgan ishini bajarmadi, natijadan juda jahlim chiqdi.",negative
4295,"telegram kanal bo'yicha musiqa postini ko'rdim, shunchaki 😐",neutral
4296,"Namangan haqida yangilik o'qidim, shunchaki ma'lumot uchun. 🤔",neutral
4297,"Instagramda yangi aviachiptalar haqida post ko'rdim, menga juda yoqdi, zo'r bo'ldi.",positive
4298,"kecha Xivada uchrashuv bo'lib o'tdi, men faqat qatnashdim, oddatdagidek.",neutral
4299,"Farg'onaga borish rejam buzildi, chiptalar bilan muammo bo'ldi, hafsalam pir bo'ldi. 💔 😔",negative
4300,"😠 😢 Qo'qonga borish rejam buzildi, chiptalar bilan muammo bo'ldi, juda jahlim chiqdi.",negative
4301,"😔 😭 Namanganga borish rejam buzildi, chiptalar bilan muammo bo'ldi, noroziman.",negative
4302,"kommentlarda hammasi urush, umidsizlik 😠",negative
4303,"bugun pul bo'yicha faqat kuzatib turdim, prosta savol",neutral
4304,"telefon operatori bilan muammo chiqdi, qo'llab-quvvatlash xizmati javob bermadi, noroziman.",negative
4305,"mijozlarga xizmat ko'rsatish bo'yicha yangilanish chiqdi, lekin hozircha neytral qarayman. 😐",neutral
4306,"YouTubeda yangi aviachiptalar haqida post ko'rdim, menga juda yoqdi, zo'r bo'ldi. 😄",positive
4307,"imtihon juda samarali o'tdi, direktor tushuntirgan mavzu juda foydali bo'ldi, kayfiyatim ko'tarildi.",positive
4308,"shu hafta do'stim bilan qisqa suhbatlashdim, oddiy bo'ldi.",neutral
4309,"Namanganga borish rejam buzildi, chiptalar bilan muammo bo'ldi, hafsalam pir bo'ldi.",negative
4310,"Facebookda kitob haqida e'lon ko'rdim, hozircha faqat ma'lumot yig'ayapman, hech qanday o'zgarish sezilmadi. 🙄 ℹ️",neutral
4311,"🙄 Telegramda Redmi Note 13 haqida e'lon ko'rdim, hozircha faqat ma'lumot yig'ayapman, shunchaki ma'lumot uchun.",neutral
4312,"😁 YouTubeda yangi kofe haqida post ko'rdim, menga juda yoqdi, yoqib qoldi.",positive
4313,"😐 kofe haqida fikrlar turlicha, hozircha shunchaki ma'lumot uchun.",neutral
4314,"😡 iPhone 15 sifati kutilganidek emas, juda sust ishlayapti, noroziman.",negative
4315,"😶 kelasi oy hamkasbim bilan qisqa suhbatlashdim, oddatdagidek.",neutral
4316,"Yangi mijozlarga xizmat ko'rsatish ishga tushdi, hozircha hammasi yaxshi ishlayapti, juda xursand bo'ldim. 😍 😄",positive
4317,"kitob haqida fikrlar turlicha, hozircha oddatdagidek. 🙄",neutral
4318,"odamlar umuman tushuntira olmadi, tavsiya etmayman",negative
4319,"ilova bo'yicha yangilanish chiqdi, lekin hozircha shunchaki ma'lumot uchun. 🙄 📌",neutral
4320,"👍 Twitterda yangi planshet haqida post ko'rdim, menga juda yoqdi, kayfiyatim ko'tarildi.",positive
4321,"🙄 😶 Redmi Note 13 haqida fikrlar turlicha, hozircha hech qanday o'zgarish sezilmadi.",neutral
4322,"✨ 🤩 konferensiya juda samarali o'tdi, dekan tushuntirgan mavzu juda foydali bo'ldi, juda xursand bo'ldim.",positive
4323,"kecha Qo'qonda majlis bo'lib o'tdi, men faqat qatnashdim, neytral qarayman. 😐",neutral
